Unnamed: 0,question,answer,num_answer,long_answer
3278,"Andrew is having two of his friends over for a sleepover. For one friend, Brian, he asks his mother to buy 3 donuts. He asks for his other friend, Samuel, to get the same. A day before the sleepover Andrew ends up inviting two more friends and asks his mother to buy them the same amount of donuts. Just in case, Andrew’s mother wants to buy one more donut for each of Andrew’s friends. Andrew’s mother is going to buy the same amount of donuts for Andrew as everybody else. How many donuts will Andrew’s mother need to buy?",20,20,"Andrew is having 4 friends over who will get 3 donuts each, 4 x 3 = <<4*3=12>>12 donuts total.
Andrew’s mother wants to get 1 extra donut for each of Andrew’s friends, 3 donuts + 1 extra = <<3+1=4>>4 donuts for each of Andrew's friends.
Andrew’s mother is buying 12 + 4 extra donuts for Andrew’s friends = <<12+4=16>>16 total donuts.
Andrew’s mother is also going to get 3 + 1 extra donut for Andrew = <<3+1=4>>4 donuts.
Andrew’s mother will need to buy 16 donuts for Andrew’s friends + 4 donuts for Andrew = <<16+4=20>>20 total donuts.
#### 20"
2985,"Mabel is counting sharks in the ocean. She knows that of the fish that she sees, 25% will be sharks and 75% will be another type of fish. On day one she counts 15 fish. On day 2 she counts three times as many. How many sharks did she count over those two days?",15,15,"She counts 45 fish on day 2 because 3 x 15 = <<3*15=45>>45
She counts 60 fish in total because 15 + 45 = <<15+45=60>>60
She counts 15 sharks because 60 x .25 = <<60*.25=15>>15
#### 15"
1649,There are 60 pieces of chips in Lara's bag. One-sixth of the chips are blue. There are 34 red chips and the rest are green. How many green chips are in Lara's bag?,16,16,"There are 60 x 1/6 = <<60*1/6=10>>10 blue chips.
There are 10 + 34 = <<10+34=44>>44 chips that are not green.
Thus, 60 - 44 = <<60-44=16>>16 chips are green.
#### 16"
1326,"There were 21 dollars in the cookie jar. Doris spent $6 from the cookie jar. Martha spent half as much as Doris. How much money, in dollars, was left in the cookie jar?",12,12,"Martha spent 6/2=<<6/2=3>>3 dollars.
Martha and Doris spent 6+3=<<6+3=9>>9 dollars.
There were 21-9=<<21-9=12>>12 dollars left in the cookie jar.
#### 12"
2069,"Carter has a 14-hour road trip.  He wants to stop every 2 hours to stretch his legs.  He also wants to make 2 additional stops for food and 3 additional stops for gas.  If each pit stop takes 20 minutes, how many hours will his road trip become?",18,18,"He has a 14-hour trip and wants to stop every 2 hours so that's 14/2 = <<14/2=7>>7 pit stops
He will make 7 pit stops plus 2 more for food and 3 more for gas for a total of 7+2+3 = <<7+2+3=12>>12 pit stops
Each pit stop will take 20 minutes and he is making 12 stops so that's 20*12 = <<20*12=240>>240 minutes
60 minutes are in an hour and he's adding 240 minutes to his trip so that's 240/60 = <<240/60=4>>4 more hours
His trip started as 14 hours and he will add an additional 4 hours in pit stops for a total of a 14+4 = <<14+4=18>>18 hour long trip
#### 18"
5581,"Maddie went to a beauty store and bought some beauty products. She bought 3 different makeup palettes which cost $15 each, 4 lipsticks which cost $2.50, and 3 boxes of hair color which cost $4 each. How much did Maddie pay in total?",67,67,"She paid 3 x $15 = $<<3*15=45>>45 for the makeup palettes.
She paid 4 x $2.50 = $<<4*2.5=10>>10 for the lipsticks.
She also paid 3 x $4 = $<<3*4=12>>12 for the boxes of hair color.
Therefore, Maddie paid a total of $45 + $10 + $12 = $<<45+10+12=67>>67 for the beauty products.
#### 67"
1098,Austin is a surfer. He took a trip to the beach during surfing season and the highest wave he caught was two feet higher than four times his height. The shortest wave he caught was four feet higher than his height. The shortest wave was three feet higher than his 7-foot surfboard is long. How tall was the highest wave Austin caught?,26,26,"The shortest wave was 7 + 3 = <<7+3=10>>10 feet tall.
Austin is 10 - 4 = <<10-4=6>>6 feet tall.
Thus, the highest wave Austin caught was 6 * 4 + 2 = 24 + 2 = <<6*4+2=26>>26 feet tall.
#### 26"
5198,"If the sum of two numbers is 33, and if the second number is twice the first number, what is the second number?",22,22,"The first number is 33/3=<<33/3=11>>11.
The second number is 11*2=<<11*2=22>>22.
#### 22"
1456,"Aubrey is planting tomatoes and cucumbers in her garden. For each row of tomato plants, she is planting 2 rows of cucumbers. She has enough room for 15 rows of plants in total. There is enough space for 8 tomato plants in each row. If each plant produces 3 tomatoes, how many tomatoes will she have in total?",120,120,"Since one out of every 3 rows will contain tomato plants, there will be 15 / 3 = <<15/3=5>>5 rows of tomato plants.
This gives her enough room to plant 5 rows * 8 plants/row = <<5*8=40>>40 tomato plants.
The plants will produce a total of 40 * 3 = <<40*3=120>>120 tomatoes.
#### 120"
1766,"A farm has 5 less than 9 times the amount of hens as roosters.  If there are 75 total chickens, how many hens are there?",67,67,"Let x represent the number of roosters
Number of hens:9x-5
Total:9x-5+x=75
10x-5=75
10x=80
x=<<8=8>>8
Number of hens: 9(8)-5=67
#### 67"
1388,Jeff has a shelter where he currently takes care of 20 cats. On Monday he found 2 kittens in a box and took them to the shelter. On Tuesday he found 1 more cat with a leg injury. On Wednesday 3 people adopted 2 cats each. How many cats does Jeff currently have in his shelter?,17,17,"Counting the cats he had, the kittens he found, and the injured cat, Jeff had a total of 20 + 2 + 1 = <<20+2+1=23>>23 cats.
3 people took a total of 3 * 2 = <<3*2=6>>6 cats.
After Wednesday, Jeff was left with 23 - 6 = <<23-6=17>>17 cats.
#### 17"
4855,"Joseph has a refrigerator, a water heater in his house, and an electric oven that consumes power at different rates. The total amount of money that Joseph pays for the energy used by the refrigerator is three times the amount he pays for the power used by the water heater. If the electric oven uses power worth $500 in a month, twice what Joseph pays for the power the water heater uses, calculate the total amount he pays for the power used by these gadgets.",1500,1500,"If the electric oven uses power worth $500 in a month, twice what Joseph pays for the power the water heater uses, Joseph pays 1/2*$500=$<<500/2=250>>250 for power used by the water heater.
The total amount of money that Joseph pays for the power used by the water heater and the electric oven is $250+$500 = $<<250+500=750>>750
The total amount of money that Joseph pays for the energy used by the refrigerator is three times the amount he pays for the power used by the water heater, a total of 3*$250=$<<3*250=750>>750
For the three gadgets, Joseph pays $750+$750 = $<<750+750=1500>>1500 for the power they use.
#### 1500"
4673,"Traci and Harris are baking cakes together. Traci has brought flour from her own house and Harris has 400g of flour in his house. Each cake needs 100g of flour and Traci and Harris have created 9 cakes each. How much flour, in grams, did Traci bring from her own house?",500,500,"To make the cakes, Traci and Harris used a total of 9 cakes * 100g of flour per cake = <<9*100=900>>900g of flour.
Traci therefore brought 900g of needed flour – 400g of flour from Harris’ flour = 500g of flour from her own house.
#### 500"
3178,John buys 3 puzzles.  The first puzzle has 1000 pieces.  The second and third puzzles have the same number of pieces and each has 50% more pieces.  How many total pieces are all the puzzles?,4000,4000,"The second puzzle has 1000*.5=<<1000*.5=500>>500 more pieces than the first
So it has 1000+500=<<1000+500=1500>>1500 total pieces
That means those two puzzles have 1500*2=<<1500*2=3000>>3000 pieces
So in total there were 3000+1000=<<3000+1000=4000>>4000 pieces
#### 4000"
4078,Tye goes to two different banks and withdraws $300 from each bank.  If he got it all in 20 dollar bills how many bills did he get?,30,30,"He got 300*2=$<<300*2=600>>600
So he got 600/20=<<600/20=30>>30 bills
#### 30"
5862,"Company A and Company B merge. Company A receives 60% of the combined profits under the new merger, and company B receives 40% of the profits. If company B gets a total of $60000 in profit, how much does company A get?",90000,90000,"Let the total profit of both companies be denoted by x.
Therefore, 40% * x = 0.4 * x = $60000
So x = $60000 / 0.4 = $150000.
If Company B gets 60 % of the profits, it gets 60% of $150000, which is 0.6 * $150000 = $<<0.6*150000=90000>>90000.
#### 90000"
5456,Mike gets paid 100 dollars a week.  He decides to spend half of that at an arcade.  He spends 10 dollars at the arcade on food and uses the rest on arcade tokens. He can play for 1 hour for $8. How many minutes can he play?,300,300,"He spent 100*.5=$<<100*.5=50>>50 at the arcade.
He uses 50-10=$<<50-10=40>>40 on tokens
He can play 40/8=<<40/8=5>>5 hours
There are 60 minutes in an hour so he can play 5*60=<<5*60=300>>300 minutes
#### 300"
4723,"Mason is a caterer packing up silverware and plates for a big corporate event. Each piece of silverware weighs 4 ounces, and there are three pieces of silverware per setting. Each plate weighs 12 ounces, and there are two plates per setting. If Mason needs enough settings for 15 tables with 8 settings each, plus 20 backup settings in case of breakage, how many ounces will all the settings weigh?",5040,5040,"First find the total weight of the silverware per setting: 4 ounces/piece * 3 pieces/setting = <<4*3=12>>12 ounces/setting
Then find the total weight of the plates per setting: 12 ounces/plate * 2 plates/setting = <<12*2=24>>24 ounces/setting
Then add those two amounts to find the total weight per setting: 12 ounces/setting + 24 ounces/setting = <<12+24=36>>36 ounces/setting
Then multiply the number of tables by the number of settings per table to find the number of table settings: 15 tables * 8 settings/table = <<15*8=120>>120 settings
Then add the 20 backup settings to find the total number of settings: 120 settings + 20 settings = <<120+20=140>>140 settings
Then multiply the total number of settings by the weight per setting to find the total weight: 140 settings * 36 ounces/setting = <<140*36=5040>>5040 ounces
#### 5040"
5455,"Cindy and Olaf made 15 candied apples which they will be selling for $2 each, and 12 candied grapes which they will be selling for $1.5. How much will they earn if they sell everything?",48,48,"They will earn 15 x $2 = $<<15*2=30>>30 for the candied apples.
They will earn 12 x $1.5 = $<<12*1.5=18>>18 for the candied grapes.
Therefore, Cindy and Olaf will earn $30 + $18 = $<<30+18=48>>48 if they sell everything.
#### 48"
189,Kate bought 7 packs of red bouncy balls and 6 packs of yellow bouncy balls. Each pack contained 18 bouncy balls. How many more red bouncy balls than yellow bouncy balls did Kate buy?,18,18,"Kate bought 7 packs × 18 balls/pack = <<7*18=126>>126 red bouncy balls.
She also bought 6 packs × 18 balls/pack = <<6*18=108>>108 yellow bouncy balls.
Kate bought 126 balls - 108 balls= <<126-108=18>>18 more red bouncy balls than yellow bouncy balls.
#### 18"
5378,Big boxes contain 7 dolls each. Small boxes contain 4 dolls each. There are 5 big boxes and 9 small boxes. How many dolls are there in total?,71,71,"There are 7*5=<<7*5=35>>35 dolls in the big boxes.
There are 4*9=<<4*9=36>>36 dolls in the small boxes.
There are 35+36=<<35+36=71>>71 dolls altogether.
#### 71"
4613,Marion’s bike cost $356. Stephanie’s bike is worth twice as much. What is the total price of their bikes?,1068,1068,"Stephanie's bike costs $356 * 2 = $<<356*2=712>>712.
So, their bikes cost $356 + $712 = $<<356+712=1068>>1068 in total.
#### 1068"
2701,Lorie has 2 pieces of $100 bills. He requested to change one piece of the $100 bills into $50 bills. Half of the remaining $100 bill is changed to $10 bills while the rest is changed to $5 bills. How many pieces of bills will she have?,17,17,"There will be $100/$50 = <<100/50=2>>2 pieces of $50 when $100 is changed to $50 bills.
Half of $100 is $100/2 = $<<100/2=50>>50.
So there will be $50/$10 = <<50/10=5>>5 pieces of $10 when $50 is changed to $10 bills.
The remaining $50 will be changed to $5 bills so there will be $50/$5 = <<50/5=10>>10 pieces of $5 bills.
So in total, Lorie will have 2 $50 bills + 5 $10 bills + 10 $5 bills = <<2+5+10=17>>17 pieces of bills.
#### 17"
7,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",990,990,"She works 8 hours a day for $18 per hour so she makes 8*18 = $<<8*18=144.00>>144.00 per 8-hour shift
She works 10 hours a day and anything over 8 hours is eligible for overtime, so she gets 10-8 = <<10-8=2>>2 hours of overtime
Overtime is calculated as time and a half so and she makes $18/hour so her overtime pay is 18*.5 = $<<18*.5=9.00>>9.00
Her overtime pay is 18+9 = $<<18+9=27.00>>27.00
Her base pay is $144.00 per 8-hour shift and she works 5 days and makes 5 * $144 = $<<144*5=720.00>>720.00
Her overtime pay is $27.00 per hour and she works 2 hours of overtime per day and makes 27*2 = $<<27*2=54.00>>54.00 in overtime pay
2 hours of overtime pay for 5 days means she makes 54*5 = $270.00
In 5 days her base pay is $720.00 and she makes $270.00 in overtime pay so she makes $720 + $270 = $<<720+270=990.00>>990.00
#### 990"
